date,country,state,fips,cases,deaths
2020-05-30,Clinton,Iowa,19045,61,1
2020-05-30,Crawford,Iowa,19047,517,2
2020-05-30,Dallas,Iowa,19049,900,20
2020-05-30,Davis,Iowa,19051,21,0
2020-05-30,Decatur,Iowa,19053,1,0
2020-05-30,Delaware,Iowa,19055,15,0
2020-05-30,Des Moines,Iowa,19057,62,1
2020-05-30,Dickinson,Iowa,19059,20,0
2020-05-30,Dubuque,Iowa,19061,343,18
2020-05-30,Emmet,Iowa,19063,14,0
2020-05-30,Fayette,Iowa,19065,27,0
2020-05-30,Floyd,Iowa,19067,19,1
2020-05-30,Franklin,Iowa,19069,13,0
2020-05-30,Fremont,Iowa,19071,4,0
2020-05-30,Greene,Iowa,19073,13,0
2020-05-30,Grundy,Iowa,19075,20,0
2020-05-30,Guthrie,Iowa,19077,50,3
2020-05-30,Hamilton,Iowa,19079,35,0
2020-05-30,Hancock,Iowa,19081,16,0
2020-05-30,Hardin,Iowa,19083,17,0
2020-05-30,Harrison,Iowa,19085,23,0
2020-05-30,Henry,Iowa,19087,71,1
2020-05-30,Howard,Iowa,19089,12,0
2020-05-30,Humboldt,Iowa,19091,17,0
2020-05-30,Ida,Iowa,19093,14,0
2020-05-30,Iowa,Iowa,19095,33,0
2020-05-30,Jackson,Iowa,19097,12,0
2020-05-30,Jasper,Iowa,19099,261,16
2020-05-30,Jefferson,Iowa,19101,26,0
2020-05-30,Johnson,Iowa,19103,614,9
2020-05-30,Jones,Iowa,19105,36,0
2020-05-30,Keokuk,Iowa,19107,15,0
2020-05-30,Kossuth,Iowa,19109,9,0
2020-05-30,Lee,Iowa,19111,25,0
2020-05-30,Linn,Iowa,19113,952,76
2020-05-30,Louisa,Iowa,19115,343,11
2020-05-30,Lucas,Iowa,19117,17,0
2020-05-30,Lyon,Iowa,19119,21,0
2020-05-30,Madison,Iowa,19121,28,2
2020-05-30,Mahaska,Iowa,19123,93,10
2020-05-30,Marion,Iowa,19125,32,0
2020-05-30,Marshall,Iowa,19127,892,16
2020-05-30,Mills,Iowa,19129,19,0
2020-05-30,Mitchell,Iowa,19131,4,0
2020-05-30,Monona,Iowa,19133,24,0
2020-05-30,Monroe,Iowa,19135,38,5
2020-05-30,Montgomery,Iowa,19137,7,0
2020-05-30,Muscatine,Iowa,19139,557,41
2020-05-30,O'Brien,Iowa,19141,28,0
2020-05-30,Osceola,Iowa,19143,33,0
2020-05-30,Page,Iowa,19145,13,0
2020-05-30,Palo Alto,Iowa,19147,6,0
2020-05-30,Plymouth,Iowa,19149,129,2
2020-05-30,Pocahontas,Iowa,19151,11,0
2020-05-30,Polk,Iowa,19153,4189,125
2020-05-30,Pottawattamie,Iowa,19155,259,8
2020-05-30,Poweshiek,Iowa,19157,90,8
2020-05-30,Ringgold,Iowa,19159,4,0
2020-05-30,Sac,Iowa,19161,18,0
2020-05-30,Scott,Iowa,19163,359,10
2020-05-30,Shelby,Iowa,19165,37,0
2020-05-30,Sioux,Iowa,19167,219,0
2020-05-30,Story,Iowa,19169,111,1
2020-05-30,Tama,Iowa,19171,403,27
2020-05-30,Taylor,Iowa,19173,54,0
2020-05-30,Union,Iowa,19175,7,0
2020-05-30,Van Buren,Iowa,19177,9,0
2020-05-30,Wapello,Iowa,19179,577,9
2020-05-30,Warren,Iowa,19181,130,0
2020-05-30,Washington,Iowa,19183,189,8
2020-05-30,Wayne,Iowa,19185,1,0
2020-05-30,Webster,Iowa,19187,39,1
2020-05-30,Winnebago,Iowa,19189,11,0
2020-05-30,Winneshiek,Iowa,19191,24,0
2020-05-30,Woodbury,Iowa,19193,2745,34
2020-05-30,Worth,Iowa,19195,3,0
2020-05-30,Wright,Iowa,19197,167,0
2020-05-30,Anderson,Kansas,20003,1,0
2020-05-30,Atchison,Kansas,20005,20,0
2020-05-30,Barber,Kansas,20007,1,0
2020-05-30,Barton,Kansas,20009,45,1
2020-05-30,Bourbon,Kansas,20011,8,1
2020-05-30,Brown,Kansas,20013,6,0
2020-05-30,Butler,Kansas,20015,34,0
2020-05-30,Chase,Kansas,20017,4,0
2020-05-30,Chautauqua,Kansas,20019,4,0
2020-05-30,Cherokee,Kansas,20021,9,0
2020-05-30,Cheyenne,Kansas,20023,2,0
2020-05-30,Clark,Kansas,20025,33,0
2020-05-30,Clay,Kansas,20027,5,1
2020-05-30,Cloud,Kansas,20029,5,0
2020-05-30,Coffey,Kansas,20031,50,8
2020-05-30,Comanche,Kansas,20033,2,0
2020-05-30,Cowley,Kansas,20035,5,1
2020-05-30,Crawford,Kansas,20037,6,1
2020-05-30,Dickinson,Kansas,20041,3,0
2020-05-30,Doniphan,Kansas,20043,13,
